,DateOfDeparture,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd,DateDay,DateMonth,DateYear,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
6568,28/02/2013,LGA,CLT,8.125,12.02702237,5.976342248,28,02,2013,12,8,4,2,0,-2,76,61,46,1003,1002,1000,16,16,16,29,12,39.0,T,7,Rain,285
6569,28/02/2013,LGA,ORD,9.055555556,13.99139591,6.272931787,28,02,2013,12,8,4,2,0,-2,76,61,46,1003,1002,1000,16,16,16,29,12,39.0,T,7,Rain,285
6570,14/09/2012,SFO,SEA,17.13333333,11.32608082,13.85574282,14,09,2012,18,16,12,11,11,10,93,77,60,1020,1019,1017,16,16,14,42,26,50.0,0.00,3,,287
6571,10/09/2011,SFO,ATL,9.157894737,10.01610971,5.927929729,10,09,2011,23,18,13,16,13,11,86,70,53,1011,1008,1006,16,16,16,23,12,26.0,0.00,2,,325
6572,18/04/2012,ATL,MIA,7.0,10.83763706,4.472135955,18,04,2012,20,17,14,16,14,13,97,88,78,1019,1017,1016,16,10,1,26,13,32.0,42.93,8,Rain,50
6573,18/04/2012,ATL,MCO,15.96428571,11.84424789,13.35132714,18,04,2012,20,17,14,16,14,13,97,88,78,1019,1017,1016,16,10,1,26,13,32.0,42.93,8,Rain,50
6574,14/11/2012,DTW,ATL,9.166666667,10.98261462,6.252058485,14,11,2012,5,1,-4,-2,-5,-7,75,63,51,1037,1034,1031,16,16,14,11,2,16.0,0.00,5,,72
6575,03/09/2011,ATL,MCO,12.40740741,10.3848275,8.293923908,03,09,2011,35,29,23,17,16,14,64,47,30,1015,1013,1011,16,16,16,19,7,26.0,0.00,4,,147
6576,03/09/2011,ATL,LAX,10.40909091,10.86534895,7.7806787,03,09,2011,35,29,23,17,16,14,64,47,30,1015,1013,1011,16,16,16,19,7,26.0,0.00,4,,147
6577,04/10/2011,ATL,DFW,10.81818182,11.89561019,8.145325061,04,10,2011,27,18,10,8,5,2,66,46,26,1025,1023,1022,16,16,16,19,8,42.0,0.00,0,,339
6578,29/06/2012,SFO,DFW,12.0,11.70227904,7.967324574,29,06,2012,20,17,13,13,12,11,93,78,63,1020,1019,1017,16,15,5,37,21,45.0,0.00,6,Fog,267
6579,14/08/2012,JFK,SFO,20.07692308,12.56428004,13.1577166,14,08,2012,27,24,21,23,20,17,94,78,62,1015,1014,1012,16,16,14,23,9,27.0,T,5,Rain,192
6580,03/02/2012,DEN,DFW,8.666666667,10.56774839,7.470577207,03,02,2012,-1,-2,-4,-2,-4,-6,92,88,84,1030,1023,1017,2,1,0,40,30,47.0,13.21,8,Fog-Snow,350
6581,28/11/2011,LAX,SFO,14.46428571,12.55318557,9.893814539,28,11,2011,25,18,10,8,2,-6,52,34,16,1021,1019,1018,16,16,16,23,6,26.0,0.00,5,,352
6582,28/11/2011,LAX,SEA,11.59090909,11.43458875,9.33839535,28,11,2011,25,18,10,8,2,-6,52,34,16,1021,1019,1018,16,16,16,23,6,26.0,0.00,5,,352
6583,18/08/2012,EWR,MCO,17.97058824,10.4886563,12.23627319,18,08,2012,28,23,18,18,15,9,93,65,36,1013,1012,1010,16,16,11,26,12,32.0,4.32,6,Rain-Thunderstorm,357
6584,18/08/2012,EWR,BOS,12.38095238,8.799885996,9.836036755,18,08,2012,28,23,18,18,15,9,93,65,36,1013,1012,1010,16,16,11,26,12,32.0,4.32,6,Rain-Thunderstorm,357
6585,19/11/2011,LAS,LAX,16.41935484,11.44671215,11.06578569,19,11,2011,17,13,10,2,-1,-6,52,36,20,1009,1006,1001,16,16,16,45,22,64.0,0.00,4,,200
6586,24/11/2012,SFO,EWR,13.0952381,9.077833738,10.47332212,24,11,2012,19,14,9,11,10,7,93,73,52,1022,1020,1017,16,16,16,26,9,32.0,0.00,1,,313
6587,25/02/2012,SEA,DEN,9.866666667,9.453383443,11.29390902,25,02,2012,7,5,3,4,1,-1,86,78,70,1023,1013,1002,16,16,16,39,23,58.0,T,7,Rain,212
6588,23/02/2012,LAX,EWR,9.0,10.80382993,6.576473219,23,02,2012,24,17,9,12,9,2,89,57,25,1014,1012,1009,16,14,5,24,9,29.0,0.00,2,Fog,152
6589,18/01/2013,ORD,IAH,10.2,10.85983942,6.81793301,18,01,2013,6,-1,-7,-2,-6,-11,84,68,51,1030,1022,1013,16,16,16,40,24,53.0,0.00,4,,208
6590,18/01/2013,ORD,LAX,11.65217391,11.75423158,7.883288975,18,01,2013,6,-1,-7,-2,-6,-11,84,68,51,1030,1022,1013,16,16,16,40,24,53.0,0.00,4,,208
6591,24/03/2012,EWR,BOS,9.941176471,8.2410306,8.518146719,24,03,2012,17,14,12,8,-1,-7,67,45,23,1019,1017,1015,16,16,8,29,13,39.0,0.00,7,Rain,84
6592,31/12/2011,LAX,DEN,13.16,10.25208546,9.236160819,31,12,2011,17,12,7,11,9,6,100,78,56,1019,1017,1016,8,3,0,19,5,24.0,0.00,3,Fog,246
6593,31/12/2011,LAX,IAH,17.06451613,10.09258868,12.5616758,31,12,2011,17,12,7,11,9,6,100,78,56,1019,1017,1016,8,3,0,19,5,24.0,0.00,3,Fog,246
6594,23/12/2011,PHL,DFW,9.571428571,9.81478961,6.98978847,23,12,2011,11,7,3,8,4,-2,93,72,50,1024,1014,1008,16,12,2,37,18,52.0,30.73,7,Rain,349
6595,15/03/2012,DTW,LGA,10.52941176,11.05357334,10.57779305,15,03,2012,25,19,13,17,13,9,86,71,56,1018,1016,1014,16,14,6,40,17,50.0,9.40,6,Rain-Thunderstorm,181
6596,30/08/2012,MCO,ATL,12.81818182,11.69171258,10.63971161,30,08,2012,33,29,24,25,24,23,100,78,56,1021,1017,1015,16,15,10,32,6,39.0,T,6,Rain-Thunderstorm,116
6597,14/05/2012,ATL,LGA,8.65,13.09248547,6.019923063,14,05,2012,27,22,18,18,17,16,93,74,54,1016,1014,1012,16,12,2,23,11,29.0,0.25,6,Rain,208
6598,19/12/2012,BOS,EWR,16.81481481,11.37694695,12.82436694,19,12,2012,7,6,3,3,0,-2,89,71,53,1017,1004,997,16,16,14,40,25,60.0,T,7,Rain,309
6599,23/02/2013,EWR,ATL,7.071428571,9.06343231,4.859000937,23,02,2013,7,5,3,6,3,1,100,88,76,1025,1018,1009,16,6,0,29,13,39.0,8.64,8,Fog-Rain,58
6600,03/01/2012,SFO,DFW,13.61538462,10.77518151,10.02427822,03,01,2012,12,11,9,9,8,7,100,89,77,1029,1027,1025,14,5,0,19,4,23.0,0.00,4,Fog,21
6601,22/09/2011,DEN,DFW,10.0,11.75423158,6.60940319,22,09,2011,26,16,5,4,-2,-11,82,46,9,1025,1021,1017,16,16,16,23,11,29.0,0.00,3,,223
6602,08/02/2013,PHX,ORD,11.25,11.06843379,9.441649053,08,02,2013,20,16,11,5,0,-7,64,43,21,1012,1009,1007,16,16,16,34,14,45.0,0.00,5,,212
6603,16/10/2011,SEA,SFO,13.12,10.58061035,9.029211852,16,10,2011,10,8,6,7,7,5,93,87,80,1028,1023,1018,16,14,10,14,6,21.0,0.00,7,,69
6604,22/04/2012,LAS,SFO,14.80769231,11.14574955,11.64824186,22,04,2012,37,29,21,4,2,-2,27,20,13,1011,1009,1006,16,16,16,27,11,35.0,0.00,0,,187
6605,09/04/2012,MSP,DEN,6.384615385,10.86534895,4.426030229,09,04,2012,9,4,-1,-5,-7,-9,54,44,33,1023,1020,1018,16,16,16,40,22,53.0,0.00,2,,311
6606,13/04/2012,DFW,PHL,10.42105263,10.84877128,8.078199672,13,04,2012,27,23,18,19,18,15,87,75,62,1015,1012,1009,16,16,14,42,25,53.0,0.00,7,,171
6607,13/04/2012,DFW,DEN,8.0,11.22453043,7.99037883,13,04,2012,27,23,18,19,18,15,87,75,62,1015,1012,1009,16,16,14,42,25,53.0,0.00,7,,171
6608,13/04/2012,DFW,LAS,8.555555556,10.55479712,5.436502143,13,04,2012,27,23,18,19,18,15,87,75,62,1015,1012,1009,16,16,14,42,25,53.0,0.00,7,,171
6609,22/12/2011,MSP,ORD,11.82608696,10.97744131,8.255313297,22,12,2011,-2,-4,-6,-8,-12,-15,69,54,38,1029,1026,1020,16,16,14,27,14,35.0,0.00,4,,310
6610,14/03/2012,SEA,ORD,9.157894737,10.5352,5.927929729,14,03,2012,8,4,1,4,2,-3,92,78,64,1012,1008,1005,16,15,8,34,17,48.0,8.64,8,Rain,140
6611,13/10/2012,ORD,DTW,13.31578947,9.441616996,11.64785451,13,10,2012,19,13,7,17,11,-2,97,72,46,1025,1014,1008,16,11,6,32,20,45.0,5.33,8,Rain,196
6612,16/01/2012,CLT,LGA,9.0,10.62494123,6.698880503,16,01,2012,9,3,-3,1,-3,-6,75,62,49,1035,1032,1028,16,16,16,21,9,24.0,0.00,6,,175
6613,02/04/2012,LGA,BOS,3.6,12.40502028,2.875181154,02,04,2012,12,8,4,4,0,-13,93,57,21,1009,1004,1002,16,15,6,40,20,50.0,1.27,6,Rain,349
6614,28/07/2012,LGA,ORD,12.65384615,11.54860591,9.612251797,28,07,2012,22,20,17,19,18,16,100,90,79,1016,1015,1013,16,10,0,23,11,29.0,22.10,7,Rain-Thunderstorm,67
6615,28/07/2012,LGA,MIA,14.84375,11.05853999,9.89333231,28,07,2012,22,20,17,19,18,16,100,90,79,1016,1015,1013,16,10,0,23,11,29.0,22.10,7,Rain-Thunderstorm,67
6616,28/07/2012,LGA,BOS,5.923076923,7.697005567,4.87273945,28,07,2012,22,20,17,19,18,16,100,90,79,1016,1015,1013,16,10,0,23,11,29.0,22.10,7,Rain-Thunderstorm,67
6617,28/07/2012,LGA,DFW,11.86956522,10.14188607,8.745410993,28,07,2012,22,20,17,19,18,16,100,90,79,1016,1015,1013,16,10,0,23,11,29.0,22.10,7,Rain-Thunderstorm,67
6618,27/02/2013,LAX,ATL,10.89473684,10.96183473,8.974623092,27,02,2013,23,17,11,6,-1,-9,55,34,12,1025,1023,1020,16,16,16,35,8,39.0,0.00,1,,29
6619,27/02/2013,LAX,EWR,13.27272727,10.31225119,9.391900351,27,02,2013,23,17,11,6,-1,-9,55,34,12,1025,1023,1020,16,16,16,35,8,39.0,0.00,1,,29
6620,22/11/2012,BOS,ORD,8.722222222,9.918164852,5.778311941,22,11,2012,10,7,4,6,4,3,92,79,66,1026,1024,1021,16,16,11,16,9,19.0,0.00,2,,64
6621,01/09/2012,MIA,LGA,15.41935484,10.25971319,9.868381136,01,09,2012,33,30,27,24,23,22,85,71,56,1020,1019,1017,16,16,16,27,9,35.0,T,3,,47
6622,21/10/2012,MIA,LGA,15.32142857,11.35168729,11.30733479,21,10,2012,30,27,24,22,18,16,82,67,51,1016,1014,1012,16,16,16,26,11,35.0,0.00,3,,30
6623,18/09/2011,BOS,ORD,10.65217391,12.05339324,7.613437258,18,09,2011,19,15,11,10,8,6,77,63,48,1032,1031,1028,16,16,16,26,15,32.0,0.00,4,,41
6624,18/08/2012,LAS,ORD,11.96153846,10.44781578,8.185258795,18,08,2012,38,33,28,17,15,13,47,36,24,1014,1009,1005,16,16,16,35,13,48.0,0.00,5,Thunderstorm,203
6625,05/09/2011,DFW,BOS,11.86363636,9.684738625,7.778452867,05,09,2011,29,24,19,11,6,2,45,31,17,1017,1015,1012,16,16,16,45,27,58.0,0.00,0,,9
6626,25/01/2012,EWR,MCO,11.63636364,10.9408207,8.255130898,25,01,2012,8,6,3,-2,-4,-5,59,51,42,1027,1024,1021,16,16,16,35,17,47.0,0.00,6,,319
6627,10/09/2011,EWR,ATL,8.3125,9.307035783,6.311035309,10,09,2011,27,24,22,20,17,14,84,68,51,1017,1013,1011,16,16,16,24,10,27.0,0.00,6,,51
6628,17/03/2012,MIA,ATL,12.09090909,10.00741517,8.766326759,17,03,2012,27,23,19,19,17,15,90,71,51,1023,1022,1021,16,16,16,24,10,40.0,0.51,4,Rain,58
6629,11/05/2012,LAX,SFO,13.92307692,12.67799406,10.27977851,11,05,2012,20,18,15,13,12,10,80,69,58,1017,1014,1013,16,15,13,26,13,35.0,0.00,6,,239
6630,11/05/2012,LAX,JFK,15.03225806,13.52886581,11.13398363,11,05,2012,20,18,15,13,12,10,80,69,58,1017,1014,1013,16,15,13,26,13,35.0,0.00,6,,239
6631,11/05/2012,LAX,DFW,12.81481481,12.08226341,9.076754067,11,05,2012,20,18,15,13,12,10,80,69,58,1017,1014,1013,16,15,13,26,13,35.0,0.00,6,,239
6632,18/06/2012,CLT,LGA,11.4,11.76105052,9.697530885,18,06,2012,31,24,18,18,17,16,87,65,42,1019,1018,1017,16,16,16,23,9,27.0,0.00,3,,198
6633,12/11/2012,DEN,ATL,9.294117647,11.04360019,8.091389759,12,11,2012,8,-1,-10,-7,-12,-17,59,39,18,1026,1025,1023,16,16,16,24,13,24.0,0.00,2,,203
6634,23/03/2012,LAX,ATL,9.380952381,11.69171258,6.530514455,23,03,2012,17,14,12,10,9,8,89,77,64,1018,1016,1015,16,15,13,24,10,29.0,T,7,,210
6635,23/03/2012,LAX,ORD,10.71428571,12.31366634,7.390147882,23,03,2012,17,14,12,10,9,8,89,77,64,1018,1016,1015,16,15,13,24,10,29.0,T,7,,210
6636,20/04/2012,SEA,DEN,8.625,11.42238603,7.274384281,20,04,2012,13,10,7,10,6,3,96,75,54,1025,1023,1017,16,15,4,27,10,35.0,6.60,7,Rain,211
6637,16/09/2012,IAH,LAX,14.16,10.69856825,11.17914725,16,09,2012,31,27,22,23,22,19,96,81,50,1017,1015,1013,16,16,14,23,5,32.0,1.02,6,Rain,352
6638,20/07/2012,SFO,LAX,15.53125,12.80082691,11.06574014,20,07,2012,22,18,14,12,11,11,80,67,53,1019,1017,1015,16,16,16,47,27,58.0,0.00,3,,284
6639,23/06/2012,SEA,DEN,15.63333333,9.899790558,10.80384138,23,06,2012,16,13,9,12,10,7,93,80,67,1015,1010,1007,16,12,2,34,9,47.0,8.64,6,Rain,204
6640,31/05/2012,SEA,SFO,10.38095238,11.32608082,6.689366117,31,05,2012,18,15,12,13,12,11,100,86,72,1022,1020,1016,16,13,2,24,10,32.0,3.81,8,Rain,203
6641,07/12/2012,CLT,LGA,12.04347826,10.97225362,9.00746287,07,12,2012,12,11,8,9,6,1,93,75,56,1023,1019,1017,16,14,2,13,6,19.0,T,8,Rain,22
6642,08/09/2011,DEN,SFO,11.7826087,11.02349244,8.02811266,08,09,2011,24,17,10,10,6,2,89,57,25,1029,1024,1021,16,13,6,23,10,35.0,0.00,5,,159
6643,08/09/2011,DEN,DFW,9.888888889,11.17859274,7.722304509,08,09,2011,24,17,10,10,6,2,89,57,25,1029,1024,1021,16,13,6,23,10,35.0,0.00,5,,159
6644,22/07/2012,LAX,JFK,17.22222222,13.337347,11.6278265,22,07,2012,21,19,17,17,16,15,93,83,73,1015,1014,1012,16,13,6,26,12,35.0,0.00,6,,266
6645,22/07/2012,LAX,DEN,12.04166667,10.84321248,7.904204531,22,07,2012,21,19,17,17,16,15,93,83,73,1015,1014,1012,16,13,6,26,12,35.0,0.00,6,,266
6646,04/10/2011,DFW,PHL,6.928571429,10.46834783,4.827235006,04,10,2011,30,22,13,9,6,3,67,43,18,1023,1021,1018,16,16,16,24,10,34.0,0.00,0,,144
6647,26/09/2011,BOS,SFO,12.33333333,12.16354494,8.100814058,26,09,2011,24,22,19,19,17,15,90,76,61,1016,1015,1014,16,16,16,16,8,21.0,0.00,4,,93
6648,26/09/2011,BOS,EWR,9.375,11.32177868,7.182153809,26,09,2011,24,22,19,19,17,15,90,76,61,1016,1015,1014,16,16,16,16,8,21.0,0.00,4,,93
6649,23/11/2012,DFW,ORD,10.36842105,9.441616996,7.740302365,23,11,2012,19,13,7,11,0,-7,80,50,19,1030,1027,1019,16,16,16,52,24,66.0,0.00,3,,20
6650,23/11/2012,DFW,BOS,9.153846154,8.052010656,8.274923503,23,11,2012,19,13,7,11,0,-7,80,50,19,1030,1027,1019,16,16,16,52,24,66.0,0.00,3,,20
6651,16/02/2013,DEN,ORD,8.529411765,9.705346302,6.26615559,16,02,2013,14,6,-4,-12,-14,-15,67,40,12,1023,1018,1012,16,16,16,34,18,42.0,0.00,1,,253
6652,14/11/2012,ORD,IAH,9.526315789,10.95135731,6.653056282,14,11,2012,7,3,-2,-2,-4,-7,75,60,45,1034,1031,1029,16,16,16,21,16,21.0,0.00,4,,190
6653,06/11/2012,LAX,DFW,11.76923077,11.44267977,7.98151711,06,11,2012,27,21,16,17,13,7,93,63,32,1019,1017,1016,16,15,8,21,9,24.0,0.00,3,,250
6654,06/11/2012,LAX,EWR,10.9,10.47514192,8.258329129,06,11,2012,27,21,16,17,13,7,93,63,32,1019,1017,1016,16,15,8,21,9,24.0,0.00,3,,250
6655,17/01/2012,SEA,SFO,8.4375,11.28699957,6.612803238,17,01,2012,3,2,0,3,0,-4,100,85,70,1015,1012,1009,16,10,1,34,20,47.0,8.13,7,Fog-Snow,205
6656,21/09/2012,LAS,JFK,18.58333333,11.64521988,12.16170806,21,09,2012,37,30,22,4,2,-1,29,20,10,1013,1010,1008,16,16,16,21,11,27.0,0.00,2,,192
6657,19/02/2013,DEN,MSP,11.61904762,10.65597315,9.367369911,19,02,2013,8,-2,-12,-12,-14,-17,61,40,19,1020,1014,1008,16,16,16,32,17,53.0,0.00,5,,212
6658,19/02/2013,DEN,LAS,10.95,10.92490331,7.943716484,19,02,2013,8,-2,-12,-12,-14,-17,61,40,19,1020,1014,1008,16,16,16,32,17,53.0,0.00,5,,212
6659,19/02/2013,DEN,DFW,9.9,11.79143088,6.463663618,19,02,2013,8,-2,-12,-12,-14,-17,61,40,19,1020,1014,1008,16,16,16,32,17,53.0,0.00,5,,212
6660,01/09/2011,MSP,DEN,11.26086957,11.03357341,8.427322401,01,09,2011,34,28,22,23,21,19,90,70,49,1011,1007,1004,16,13,6,32,14,42.0,0.00,2,,150
6661,17/10/2011,LAS,DEN,11.875,10.99804899,7.611847173,17,10,2011,31,25,19,3,2,-2,31,23,15,1018,1015,1012,16,16,16,27,13,37.0,0.00,1,,139
6662,02/11/2012,SFO,ATL,8.1875,10.60607116,6.134261705,02,11,2012,18,14,10,11,9,7,83,68,52,1019,1018,1017,16,16,16,26,9,32.0,0.00,3,,280
6663,08/12/2011,DEN,ATL,9.210526316,10.66824278,8.554264352,08,12,2011,2,-6,-13,-7,-9,-13,88,73,58,1023,1021,1017,16,16,14,24,11,26.0,0.00,3,,229
6664,09/12/2011,SFO,LAS,12.13636364,10.64362228,9.553336264,09,12,2011,14,9,4,7,3,1,92,68,43,1024,1022,1021,16,13,10,10,3,13.0,0.00,0,,154
6665,12/11/2012,JFK,LAS,16.07692308,10.93552998,12.49615325,12,11,2012,17,13,8,14,12,8,100,89,78,1032,1028,1023,16,8,0,35,16,47.0,T,6,Fog-Rain,186
6666,19/03/2012,LAX,BOS,9.9,11.04859343,6.576673291,19,03,2012,14,11,8,7,2,-4,77,55,32,1018,1015,1013,16,16,16,27,12,37.0,0.00,3,,282
6667,20/03/2012,LAX,DFW,13.5,12.17992844,13.07669683,20,03,2012,17,13,8,8,4,-1,80,57,33,1021,1020,1018,16,16,16,26,9,35.0,0.00,2,,283
6668,15/11/2011,ORD,MSP,9.45,12.63163069,7.660390261,15,11,2011,18,9,1,4,2,-2,92,63,34,1011,1008,1005,16,16,11,37,13,48.0,0.00,2,,230
6669,15/11/2011,ORD,EWR,10.42105263,11.85722168,8.584972591,15,11,2011,18,9,1,4,2,-2,92,63,34,1011,1008,1005,16,16,11,37,13,48.0,0.00,2,,230
6670,11/10/2012,IAH,ORD,13.81818182,11.36435988,11.74991941,11,10,2012,31,26,21,23,21,18,100,77,40,1022,1020,1019,16,16,16,29,11,39.0,0.00,4,,126
6671,01/02/2013,BOS,LAX,11.9047619,10.60607116,9.689709809,01,02,2013,1,-2,-5,-10,-14,-17,47,38,28,1019,1009,1003,16,16,16,45,27,53.0,0.00,2,,275
6672,01/02/2013,BOS,ORD,9.588235294,11.28260622,7.681624369,01,02,2013,1,-2,-5,-10,-14,-17,47,38,28,1019,1009,1003,16,16,16,45,27,53.0,0.00,2,,275
6673,19/02/2013,ORD,SEA,8.352941176,10.56774839,5.667243339,19,02,2013,-1,-6,-11,-4,-12,-18,85,73,61,1022,1010,1000,16,11,3,50,33,64.0,T,7,Snow,277
6674,19/02/2013,ORD,MSP,8.625,12.40983312,6.333771915,19,02,2013,-1,-6,-11,-4,-12,-18,85,73,61,1022,1010,1000,16,11,3,50,33,64.0,T,7,Snow,277
6675,28/10/2011,DFW,LGA,11.18181818,11.65964917,7.461880037,28,10,2011,17,12,7,8,4,2,86,61,36,1025,1023,1020,16,16,16,34,17,40.0,0.00,4,,352
6676,21/07/2012,MSP,ATL,12.76,10.02476391,8.457146879,21,07,2012,32,27,22,22,20,18,90,71,51,1018,1016,1015,16,14,3,29,9,35.0,5.59,6,Rain-Thunderstorm,109
6677,26/03/2012,DFW,PHL,7.5625,10.77518151,4.871259249,26,03,2012,28,21,14,15,13,12,80,62,43,1017,1015,1014,16,16,16,27,11,35.0,0.00,2,,170
6678,21/10/2012,IAH,ORD,10.18181818,10.70457462,7.320137675,21,10,2012,31,27,22,22,21,19,93,75,50,1015,1014,1012,16,16,16,29,13,39.0,0.00,3,,157
6679,13/02/2012,DFW,ORD,9.941176471,12.20155159,9.594728945,13,02,2012,8,5,1,7,3,-1,93,88,82,1023,1015,1010,16,9,0,26,14,32.0,5.33,8,Fog-Rain-Snow,145
6680,13/02/2012,DFW,SFO,8.4375,11.36014525,6.511208285,13,02,2012,8,5,1,7,3,-1,93,88,82,1023,1015,1010,16,9,0,26,14,32.0,5.33,8,Fog-Rain-Snow,145
6681,26/09/2011,PHX,ORD,12.0,10.72247853,8.388303545,26,09,2011,38,31,23,4,1,-1,27,19,10,1013,1009,1007,16,16,16,27,10,35.0,0.00,1,,141
6682,12/04/2012,ORD,PHX,8.411764706,10.61238242,5.948306729,12,04,2012,17,9,0,-1,-2,-3,76,51,25,1026,1023,1021,16,16,16,26,8,32.0,0.00,2,,142
6683,12/04/2012,ORD,IAH,11.35,11.25155953,8.803557893,12,04,2012,17,9,0,-1,-2,-3,76,51,25,1026,1023,1021,16,16,16,26,8,32.0,0.00,2,,142
6684,15/12/2012,BOS,EWR,14.08695652,8.74925006,9.880711437,15,12,2012,4,3,1,-3,-4,-6,70,59,48,1027,1025,1022,16,16,16,34,14,42.0,0.00,3,,46
6685,22/01/2012,BOS,LAX,10.45,10.25971319,8.042485869,22,01,2012,-1,-5,-9,-6,-11,-14,73,68,63,1035,1033,1028,16,16,16,24,16,,0.00,5,,3
6686,20/02/2013,DFW,LAS,12.28571429,10.1337598,9.193165163,20,02,2013,12,9,6,4,2,-1,76,68,60,1021,1016,1008,16,16,16,26,20,37.0,3.56,8,Rain-Thunderstorm,86
6687,12/01/2013,LGA,MIA,15.0,10.58061035,11.67261753,12,01,2013,8,7,6,6,6,5,100,96,92,1022,1020,1018,11,4,0,21,10,24.0,1.27,8,Fog-Rain,39
6688,01/10/2011,DEN,ATL,9.444444444,9.981085665,7.089530161,01,10,2011,31,22,13,2,0,-5,47,29,10,1023,1016,1013,16,16,16,26,12,32.0,0.00,2,,217
6689,01/10/2011,DEN,SFO,13.40740741,10.87631943,8.513605669,01,10,2011,31,22,13,2,0,-5,47,29,10,1023,1016,1013,16,16,16,26,12,32.0,0.00,2,,217
6690,27/04/2012,SEA,ORD,10.6,11.25602654,8.178276746,27,04,2012,13,10,6,7,4,2,93,70,47,1027,1024,1017,16,16,16,32,17,42.0,0.76,7,Rain,197
6691,27/11/2011,SFO,BOS,14.42857143,11.02349244,9.677880742,27,11,2011,14,11,8,10,9,7,93,85,77,1028,1026,1025,11,8,2,19,6,21.0,0.00,5,,98
6692,27/11/2011,SFO,LAS,9.9,10.44092122,6.496152708,27,11,2011,14,11,8,10,9,7,93,85,77,1028,1026,1025,11,8,2,19,6,21.0,0.00,5,,98
6693,08/11/2012,CLT,LGA,7.611111111,11.32608082,5.348324519,08,11,2012,19,11,2,2,-2,-7,85,52,18,1021,1018,1015,16,16,11,26,9,39.0,0.00,1,,328
6694,17/06/2012,PHL,DFW,8.071428571,9.981085665,5.180797172,17,06,2012,25,21,16,14,13,12,84,64,43,1024,1022,1018,16,16,16,21,9,26.0,0.00,6,,127
6695,03/04/2012,MCO,ATL,9.176470588,11.23809395,7.31637969,03,04,2012,33,26,18,19,16,9,93,59,24,1015,1014,1012,16,16,14,23,6,27.0,0.00,2,Fog,240
6696,25/07/2012,ORD,BOS,11.91666667,12.47594045,7.790276362,25,07,2012,37,29,21,23,19,17,79,57,35,1013,1007,1001,16,16,16,40,20,56.0,0.25,4,Rain,190
6697,25/07/2012,ORD,DFW,13.08,12.48288636,9.232731629,25,07,2012,37,29,21,23,19,17,79,57,35,1013,1007,1001,16,16,16,40,20,56.0,0.25,4,Rain,190
6698,25/07/2012,ORD,IAH,12.69565217,10.57419046,9.460130609,25,07,2012,37,29,21,23,19,17,79,57,35,1013,1007,1001,16,16,16,40,20,56.0,0.25,4,Rain,190
6699,13/11/2011,ATL,DTW,10.05,10.20565213,8.864328276,13,11,2011,22,15,8,9,3,-5,67,52,36,1025,1022,1019,16,16,16,29,11,40.0,0.00,5,,182
6700,13/11/2011,ATL,EWR,12.85185185,10.58700821,9.226649128,13,11,2011,22,15,8,9,3,-5,67,52,36,1025,1022,1019,16,16,16,29,11,40.0,0.00,5,,182
6701,13/11/2011,ATL,MSP,10.36363636,10.54175528,7.853088289,13,11,2011,22,15,8,9,3,-5,67,52,36,1025,1022,1019,16,16,16,29,11,40.0,0.00,5,,182
6702,13/11/2011,ATL,PHL,11.52173913,11.33037305,9.42371074,13,11,2011,22,15,8,9,3,-5,67,52,36,1025,1022,1019,16,16,16,29,11,40.0,0.00,5,,182
6703,11/05/2012,MIA,JFK,11.0,10.71056171,7.582875444,11,05,2012,31,27,23,22,21,19,82,71,59,1019,1015,1013,16,16,16,27,13,35.0,0.00,4,,66
6704,05/12/2011,LGA,ATL,11.65217391,12.69869322,8.746992707,05,12,2011,13,11,9,11,9,8,100,89,77,1029,1027,1023,16,7,1,16,7,24.0,0.00,7,Fog,177
6705,05/12/2011,LGA,DFW,10.875,12.03878882,7.577498153,05,12,2011,13,11,9,11,9,8,100,89,77,1029,1027,1023,16,7,1,16,7,24.0,0.00,7,Fog,177
6706,05/03/2013,MIA,JFK,11.41176471,9.268581312,9.67638119,05,03,2013,24,17,11,13,11,6,77,63,49,1023,1021,1020,16,16,16,21,7,45.0,0.00,1,,145
6707,07/04/2012,DFW,PHL,6.666666667,8.001602837,3.869069264,07,04,2012,28,22,15,18,16,13,90,72,54,1021,1018,1016,16,16,16,34,13,39.0,0.00,5,,146
6708,07/08/2012,JFK,SFO,19.46153846,12.36360174,12.19112307,07,08,2012,27,24,20,20,16,13,79,62,45,1017,1016,1015,16,16,16,21,10,29.0,0.00,6,,163
6709,26/12/2011,LAS,SFO,10.19047619,10.66211806,6.53160813,26,12,2011,13,7,1,-8,-11,-12,44,30,16,1026,1024,1023,16,16,16,21,8,23.0,0.00,0,,199
6710,12/01/2013,SFO,LAS,14.82608696,9.805101403,13.18970733,12,01,2013,9,7,3,3,-1,-3,76,59,42,1025,1023,1021,16,16,16,21,8,24.0,0.00,2,,24
6711,16/09/2012,ORD,DFW,13.22222222,12.07076892,9.684775258,16,09,2012,25,17,9,11,8,7,83,57,31,1020,1017,1015,16,16,16,26,8,35.0,0.00,3,,227
